	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
4923	0	0	1	1	1	0	0	0	1	0	2	3	0	1	0	0	1	2	0	1	0	1	0	0	1	2	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	1	1	1	3	1	0	0	2	1	0	0	1	0	0	0	0	3	1	0	0	2	0	2	0	1	1	0	0	0	3	0	1	0	2	0	0	0	0	0	1	2	1	1	0	0	0	0	2	0	0	1	2	1	0	3	1	1	0	2
4929	0	1	0	0	0	2	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	4	0	3	1	0	1	1	0	1	2	0	2	1	1	0	0	0	0	1	0	1	0	1	3	2	0	0	2	2	1	1	3	0	3	1	1	0	0	0	1	0	0	0	0	0	0	2	0	2	0	1	1	1	0	0	1	1	0	1	0	2	2	0	0	0	0	2	1	0	0	1	1	1	0	0	0	1	2
4936	1	1	0	2	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	1	0	1	1	0	2	2	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	0	0	4	2	0	0	2	2	0	2	0	1	1	0	0	1	1	3	1	0	0	1	2	0	3	3	0
4940	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	3	0	3	0	0	1	3	2	0	0	1	0	1	0	1	0	0	2	1	2	1	0	0	0	0	1	0	1	0	0	2	0	0	0	2	1	1	1	1	4	1	0	2	2	0	0	2	0	0	0	1	1	0	0	0	2	1	1	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	2	0	2	4	3	0	1	0	1	0	1
4944	2	0	2	1	0	3	0	1	1	0	2	2	0	4	0	0	0	1	3	2	0	0	0	0	3	0	1	0	2	2	0	4	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	3	1	0	1	1	4	2	0	4	1	1	1	0	4	1	0	0	1	0	0	0	1	2	1	1	1	1	0	2	0	3	1	0	0	0	0	1	1	0	1	1	0	1	2	0	0	0	0	0	2	3
4946	2	0	0	1	0	1	3	1	1	1	1	0	2	2	0	0	2	2	1	0	0	1	1	0	1	1	0	0	0	3	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	3	2	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	2	0	0	1	1	0	1	0	1	0	4	0	0	2	3	0	1	2	0	1	0	1	0	1	2	0	0	1	2	2	3	1	0
4947	0	1	0	1	0	0	0	0	0	3	0	0	1	1	1	0	1	0	1	1	2	3	1	0	1	1	2	0	0	0	0	2	1	0	0	1	0	0	0	0	3	0	0	2	3	2	3	0	0	7	0	0	1	0	0	0	1	2	3	0	0	1	0	1	3	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	3	0	3	0	1	0	1	1	0	1	0	3	0	2	1	1	0	0	0	0
4956	3	0	1	0	0	0	4	0	1	1	0	1	1	1	0	1	0	1	1	1	2	1	2	4	0	1	1	0	0	1	1	0	2	1	1	0	1	0	0	1	0	2	0	0	2	2	2	2	0	1	0	1	2	0	0	3	1	1	1	0	0	0	0	0	1	1	2	1	0	1	2	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0
4958	1	0	0	2	1	2	0	4	0	1	3	1	1	0	0	0	2	0	1	2	1	0	2	0	2	0	0	1	2	0	0	0	1	0	1	1	0	2	0	0	0	1	3	0	1	1	1	0	0	3	3	1	1	0	1	2	0	0	0	4	0	1	0	0	0	3	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	3	2	1	0	0
4961	2	1	2	1	0	1	0	1	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	1	0	0	1	2	0	0	2	1	0	1	1	1	2	0	0	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	1	2	1	0	1	0	0	1	0	0	1	1	1	0	3	2	2	3	0	1	0	1	1	3	0	0	0	1	0	1	1	0	4	1	0	1	1	0	0	0	0	0	0	0
4965	0	0	1	1	0	1	0	4	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	6	0	0	0	1	0	0	0	0	1	3	1	0	3	2	0	2	1	0	1	1	0	0	0	0	1	3	0	2	0	2	0	0	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	1	3	0	0	0	1	0	1	0	2	2	0
4969	1	0	1	0	0	1	0	1	0	0	0	1	0	4	0	0	0	2	1	0	0	2	0	1	1	0	0	2	2	1	1	1	0	3	0	0	2	0	1	0	0	0	1	1	2	2	1	2	2	2	3	2	2	0	0	0	0	0	0	1	1	1	2	1	0	0	2	2	0	0	2	3	1	1	0	1	4	1	0	1	3	0	0	1	0	3	0	1	2	0	1	0	0	0	1	1	0	0	1	0
4971	0	0	1	0	0	0	2	1	0	0	4	3	0	2	0	1	1	0	1	1	0	1	0	1	0	3	0	0	1	2	2	0	0	0	0	0	1	2	3	0	1	1	0	3	2	0	0	2	1	1	1	0	1	1	0	2	0	2	1	0	1	2	0	1	1	2	2	1	1	2	1	1	0	1	1	2	1	1	0	1	1	0	2	1	2	0	3	0	0	0	2	3	1	0	0	0	2	0	1	0
4974	1	0	0	0	1	1	1	0	0	3	0	1	1	2	1	1	0	0	0	2	0	0	0	2	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	3	0	2	0	2	0	1	1	2	0	1	0	0	1	0	1	1	1	0	0	1	2	2	1	2	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	2	1	3	2	0	1	4	0	0
4976	1	0	1	0	0	0	0	0	1	1	0	2	1	2	0	4	0	1	0	1	1	3	0	0	1	0	0	0	2	0	1	3	1	1	0	1	0	2	1	0	1	0	2	0	1	0	1	1	0	2	0	0	0	0	1	1	0	1	2	2	0	2	0	1	2	0	1	2	0	1	2	1	0	1	0	1	0	1	1	0	0	0	0	0	2	0	1	2	0	1	0	0	2	1	0	2	4	0	1	0
4978	0	1	0	1	1	1	1	0	0	1	1	3	1	1	0	1	3	1	0	2	0	1	0	1	1	2	0	1	0	0	0	0	1	1	2	0	1	1	2	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	2	1	1	0	1	1	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	2	0	2	0	0	2	2	0	0	2	0	1	2	0	1	1	1	0	0	2	0
4983	1	3	0	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	2	1	0	1	0	1	1	3	0	2	2	2	0	1	2	0	0	1	1	1	1	3	1	2	3	3	2	1	0	1	0	2	1	1	0	0	1	1	0	0	1	2	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2
4984	0	0	0	1	1	0	2	0	2	1	1	2	1	0	0	0	0	2	3	1	1	0	0	1	0	0	0	1	1	0	0	1	1	2	0	1	0	0	2	2	2	1	1	0	1	1	3	1	1	2	2	0	0	0	1	0	1	3	1	2	1	0	1	1	0	3	2	1	0	0	2	0	0	0	1	2	0	1	1	0	1	1	0	1	2	2	1	0	0	0	0	1	0	1	1	0	1	2	3	0
4985	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	2	4	1	0	0	0	0	1	0	2	0	1	0	1	0	1	0	1	0	0	1	1	1	0	3	1	1	0	0	2	0	0	0	1	1	0	1	2	1	1	1	1	0	1	0	1	0	1	0	2	0	0	3	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	2	1	0	0	1
4989	1	0	0	0	2	0	0	3	1	0	0	1	4	0	0	3	0	1	0	1	2	0	0	0	1	0	0	1	0	1	0	0	1	1	1	3	1	0	0	2	3	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	2	0	1	0	1	0	0	1	0	2	0	1	1	0	1	1	2	0	0	0	1	1	1	0	2	0	0	3	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1
4990	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	1	0	1	2	1	2	2	0	2	0	1	1	0	2	2	0	2	1	0	0	3	0	0	0	0	3	2	0	3	1	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	1	1	1	2	0	2	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	3	2	1	2	0	0	2	0	4	0	0	0
4991	0	1	0	0	1	1	0	3	0	0	0	1	0	0	0	2	0	0	0	3	0	1	0	2	2	1	0	0	0	1	1	2	1	1	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	2	3	2	0	0	0	1	1	3	4	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	1	1	2	0	0	0	0	1	1	0	0	3	0	2	0	1	0	0	3	1
4996	0	0	1	1	1	0	2	0	0	0	1	1	2	1	0	1	0	1	0	0	4	1	1	0	0	0	0	0	0	1	0	3	1	0	2	1	0	1	0	1	2	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	2	1	0	1	0	1	2	0	1	0	4	1	1	0	2	2	0	1	1	2	0	2	1	1	2	0	1	1	1	3	0	1	0	0	2	3	1
4997	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	3	0	3	0	0	2	0	0	1	0	2	1	3	1	0	0	0	2	0	3	0	0	2	1	1	2	1	0	3	1	0	0	1	1	1	1	0	0	2	1	0	0	1	1	1	1	0	0	1	3	0	1	0	3	0	2	1	0	2	0	1	0	1	2	3	1	0	1	0	1	0	1	2	0	0	0	0
5002	1	0	0	1	0	2	0	2	1	1	1	2	0	1	1	0	0	1	1	1	0	2	1	2	2	0	1	0	0	1	1	1	0	1	1	2	0	1	0	0	0	1	0	1	1	1	0	1	1	0	2	0	0	1	1	1	0	0	0	1	1	3	2	1	0	0	1	1	0	1	1	2	2	1	3	2	4	1	0	1	1	1	1	1	1	0	3	1	2	2	2	2	0	2	0	0	0	0	3	0
5004	1	0	4	0	2	0	0	0	0	0	0	0	2	1	1	1	0	1	1	0	0	1	2	0	0	1	0	1	0	0	0	1	0	1	2	1	1	1	0	0	1	0	1	1	0	1	0	2	2	0	0	0	0	1	0	2	1	0	3	0	0	1	2	1	1	0	1	1	0	0	1	0	0	6	0	0	1	1	3	0	0	0	1	1	0	0	0	0	2	1	1	2	2	0	0	1	2	0	0	1
5008	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	2	1	1	0	2	0	0	2	2	0	0	1	0	0	2	0	2	3	2	1	1	0	2	0	0	0	0	2	0	2	1	2	1	1	0	0	1	0	2	0	2	1	1	0	0	1	0	0	1	3	0	1	0	0	0	1	0	0	1	0	1	5	1	0	2	0	0	1	0	0	0	1	0	0	0	2	1	1	1	1	0	1	0
5009	0	0	0	2	0	2	0	0	0	1	0	1	1	1	1	1	0	3	0	0	1	2	0	0	2	1	1	0	3	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	2	1	1	1	4	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	1	2	0	0	0	2	1	0	2	0	1	0	3	1	3	1	1	0	0	1	0	1	0	1	2	3	1	3	0	1
5012	1	2	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	2	0	1	1	3	1	0	0	2	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	2	0	1	0	1	1	0	1	2	0	0	1	0	1	1	0	0	1	2	0	1	3	0	1	1	2	1	0	1	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	1	2	4	2	1	0
5017	0	2	0	2	0	1	1	1	0	1	2	1	2	1	1	3	0	1	1	2	2	1	0	0	2	2	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	2	1	0	1	0	1	2	0	1	1	0	3	0	0	2	0	3	1	0	2	2	1	1	0	1	1	0	0	3	3	0	0	0	1	0	2	2	1	0	0	1	1	0	2	1	0	3	1	0	0	0	1	0
5024	0	1	0	0	1	2	0	1	0	0	1	1	1	0	0	2	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	2	1	1	0	1	0	3	0	0	0	0	2	1	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	2	1	0	1	0	0	1	0	1	2	2	2	0	1	3	1	1	1	4	0	1	2
5026	1	0	0	1	0	1	2	1	1	0	1	3	1	0	0	0	2	1	0	3	2	1	1	1	1	3	0	0	0	1	3	1	0	0	1	1	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	2	0	1	2	2	0	2	0	0	0	0	1	1	2	0	2	3	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	2	0	1	1	0	2	1	3	0	1	0	0	0	0	0	0	1
5028	2	0	1	0	0	0	1	1	1	1	2	1	0	1	1	2	2	1	1	1	2	1	1	0	1	3	2	0	0	4	0	0	1	0	1	2	1	1	0	0	2	0	2	1	0	0	3	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	2	0	3	0	0	0	2	1	2	2	0	1	2	2	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0
5040	1	0	0	2	1	0	0	1	1	0	0	1	1	0	0	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	2	1	1	1	0	1	1	0	1	0	0	2	0	3	2	2	0	1	0	2	0	0	0	0	1	3	1	1	2	1	2	1	2	1	1	0	0	0	1	0	0	0	6	0	1	0	1	2	1	1	0	0	0	0	1	1	0	1	1	1	2	0	1	1	0	0	1
5041	1	0	0	0	0	0	1	0	2	1	2	1	0	3	1	1	1	2	0	2	2	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	2	1	0	1	1	0	0	3	0	1	1	1	1	0	0	0	2	0	0	1	1	0	0	3	1	0	0	1	1	0	0	0	2	1	0	1	1	1	2	0	2	1	0	0	1	0	1	1	1	0	0	1	2	1	1	0	0	0	2	1	0	0
5043	0	0	0	0	0	1	1	1	3	1	0	0	2	0	0	2	1	0	1	0	0	1	1	1	2	0	2	1	2	0	3	2	1	0	2	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	1	1	0	3	0	0	2	0	0	0	0	0	0	3	2	2	0	1	0	0	4	0	0	1	2
5051	0	2	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	2	2	0	0	1	1	2	3	1	0	0	1	3	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	2	1	3	0	0	1	0	2	1	1	0	0	1	2	1	0	0	2	1	0	0	1	1	0	0	1	0	1	2	1	2	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	1	2	1	0	1	1	5	1
5053	2	2	1	0	1	1	2	0	4	1	1	0	0	1	0	1	0	2	0	0	2	2	1	1	1	0	1	0	0	0	0	1	2	0	0	0	0	3	0	2	1	1	0	0	3	2	0	1	0	2	2	0	0	4	0	0	0	3	1	1	1	0	0	1	0	1	1	1	0	1	2	3	1	2	0	2	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0
5055	3	0	0	0	2	0	2	0	3	0	0	3	0	2	0	0	0	1	1	1	0	1	0	3	3	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	2	0	0	1	1	1	1	1	0	0	0	1	1	0	0	2	0	0	1	0	1	1	0	0	0	0	4	0	1	1	1	0	0	0	0	0	1	2	1	0	2	0	3	1	1	1	1
5058	1	1	0	1	0	1	0	0	0	1	1	0	1	3	1	1	2	1	0	0	1	2	0	0	3	1	2	1	2	0	0	0	1	1	0	0	1	0	0	0	2	1	0	2	1	4	3	1	1	0	1	0	1	1	2	0	1	2	1	0	0	0	2	3	0	0	0	0	1	0	1	1	0	2	1	0	1	0	3	0	1	0	0	1	3	1	0	0	2	3	0	1	0	0	0	0	0	0	0	1
5063	1	1	0	1	0	0	0	2	0	0	0	1	0	1	1	1	0	1	1	2	0	1	1	0	1	2	0	0	1	1	2	0	3	0	1	1	2	2	1	0	0	0	0	0	1	0	1	2	1	0	4	1	0	1	1	1	1	1	2	0	1	0	0	0	2	1	0	0	0	0	3	0	0	0	0	1	0	0	3	2	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	3	1	0
5066	1	2	1	0	0	0	1	0	1	0	4	2	0	0	1	1	2	1	1	1	0	0	0	0	0	1	0	0	0	0	1	3	1	1	2	2	0	0	1	1	2	0	2	0	1	3	1	2	0	1	0	1	1	1	1	1	0	0	1	2	1	1	0	1	0	0	0	0	1	2	2	1	0	2	1	2	1	1	0	1	1	1	0	0	0	0	0	0	0	2	3	1	0	1	0	2	1	0	0	1
5072	0	0	0	0	0	0	0	1	1	0	2	1	0	2	0	2	0	0	0	2	1	1	3	4	2	4	0	1	0	0	1	3	0	1	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	2	3	0	0	2	1	2	0	1	1	1	2	1	4	0	0	0	0	0	0	1	1	0	2	0	2	2	3	7	1	0	0	0	2	0	0	1	2	0	2	0	1	0	1	1	3	1	1	0	0
5078	0	2	0	1	0	0	1	1	1	2	0	2	0	0	0	2	1	0	2	3	0	2	0	0	1	3	0	0	0	2	1	0	0	3	0	1	0	0	2	0	0	1	4	0	0	0	1	1	2	0	0	0	0	0	1	3	2	0	1	0	0	0	0	1	0	1	0	2	1	2	0	0	1	2	1	3	1	0	0	0	0	2	0	0	1	1	0	2	1	1	0	0	1	0	0	1	0	1	0	0
5080	1	3	0	0	0	0	0	1	2	1	0	1	1	1	0	2	0	3	1	0	1	1	1	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1	1	1	3	1	0	0	0	0	2	0	2	3	2	1	2	0	0	0	0	0	0	1	0	1	0	0	1	1	2	1	0	0	1	0	1	1	0	0	2	0	2	1	0	0	0	0	1	0	0	0	1	0	2	0	3	1	1	0	1	0	0	1
5083	1	2	1	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	1	0	1	0	0	1	2	0	1	1	1	0	2	2	1	2	1	1	1	1	0	0	1	2	0	2	2	2	0	0	1	0	1	0	0	1	2	5	3	2	0	2	1	2	0	0	2	1	4	0	0	0	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	0	1	4	0	0	0	0	1
5084	1	1	0	1	0	5	1	1	0	0	1	0	1	3	1	2	0	0	0	1	3	0	2	1	1	0	1	1	1	2	1	0	1	1	2	0	2	0	1	1	1	0	0	1	0	0	2	1	0	1	1	1	0	0	0	2	1	2	0	0	0	0	1	1	3	0	1	0	0	0	3	2	1	1	0	1	1	0	0	1	0	1	2	1	1	0	0	0	1	1	2	1	0	1	3	0	2	1	2	0
5103	0	2	3	2	0	1	0	0	2	1	0	2	0	0	0	0	1	2	1	1	1	0	0	0	2	1	0	1	0	3	1	1	0	0	1	3	0	0	0	2	0	0	5	1	1	2	2	1	0	0	2	1	0	0	0	1	0	1	5	1	0	1	0	0	2	0	1	1	0	1	0	0	0	0	0	4	0	2	0	0	0	1	1	1	2	0	1	0	3	1	1	1	1	2	2	0	0	0	1	1
5104	2	2	1	0	1	1	0	1	1	1	0	2	1	0	1	1	3	1	0	0	1	0	2	1	0	3	0	0	0	1	1	1	1	0	3	1	2	0	0	1	2	0	1	0	1	1	1	0	2	1	0	0	0	2	0	3	1	3	4	0	0	1	1	0	1	2	1	5	1	0	0	3	0	1	1	2	0	1	0	1	2	1	1	1	3	1	0	0	2	1	0	1	0	0	1	1	0	0	0	3
5106	6	1	0	0	0	2	1	1	0	1	1	1	0	2	0	2	1	0	2	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	3	0	0	2	0	0	1	2	1	0	1	1	1	0	1	0	1	0	0	0	3	1	2	1	1	0	0	0	3	0	0	1	0	0	0	1	1	1	0	0	1	2	1	3	1	0	1	0	2	0	0	0	1	0	0	0	0	3	0	1	1	0	0	1
5109	0	1	2	0	1	4	0	3	0	0	3	2	0	1	1	0	2	2	0	1	1	3	1	1	1	1	1	0	1	2	0	2	1	0	1	3	2	0	0	1	1	0	1	0	0	1	2	2	0	4	1	0	1	0	2	6	0	0	3	1	1	1	1	2	2	0	0	1	0	0	0	1	0	1	2	1	1	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	2	3	1	1	1	0	2	3
5118	1	1	1	1	3	0	1	0	2	0	0	2	0	2	5	1	1	3	1	2	2	0	0	1	1	0	1	0	1	0	0	0	0	2	0	1	0	1	1	2	1	1	0	2	1	0	0	0	0	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	3	0	3	1	1	1	0	1	0	1	0	0	0	2	1	0	0	1	0	1	1	2	1	1	0	1	1	1	0	0	0	0
5122	0	1	0	1	1	1	1	3	0	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	2	1	0	0	1	0	3	0	0	2	1	0	1	0	0	0	0	1	0	0	3	1	0	0	1	0	0	1	3	0	1	0	1	1	0	0	0	0	1	0	0	3	2	0	2	1	0	3	0	1	0	2	0	3	3	0	1	0	0	0	0	0	1	1	2	1	1	2	1	0	0	0	1	1	0
5124	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	1	0	1	2	1	1	1	1	0	0	1	1	2	2	1	1	0	0	0	2	1	1	0	0	0	1	3	0	2	0	2	0	2	1	2	2	3	1	0	3	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	3	1	1	3	0	0	0	1	1	1	2	1
5127	3	0	0	3	2	2	0	4	0	1	0	0	0	1	1	0	0	1	0	3	0	4	0	1	0	0	0	0	2	1	0	0	0	1	0	1	2	2	3	0	0	0	0	2	2	0	2	2	0	0	1	0	0	3	1	0	1	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	5	0	1	0	1	1	0	0	0	0	1	1	3	1	0	0	0	1	2	5
5128	1	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	2	1	0	1	0	1	0	0	3	0	2	1	0	0	0	0	0	2	0	2	0	0	0	1	0	1	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	4	0	1	0	1	0	4	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	2	0	1	0	1	1	0	0	2	0	1	0	1
