ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
3	D	2.267183666805635	4.2655328480062	9.300472346871365	-0.5505356507391869	0.6263624315365223	21.799528005612782	3.269542818031991	-0.31831730040967804	3.929684119270981	276.5764895273219	256.9675515306206	19.608937996701286	3.7905378835745296e-10	3.79053788357453e-09	True
4	E	1.9384445078768986	10.184661147831992	11.052491173918067	-0.28219222231669316	0.5873245246339354	22.048586171844207	1.4552910168116078	-0.04519956097882002	2.862251961846441	274.39557478121856	262.69973398322827	11.695840797990286	1.3214875260736392e-06	6.607437630368196e-06	True
1	B	1.2912049138153097	13.351504653789402	15.007380054466937	-0.6690912675399991	0.39357492297894875	21.927949110752795	2.557196183568701	-0.07076390310910233	3.1259845611126877	268.66061251692116	257.59930465159687	11.061307865324295	2.5577860062186986e-06	8.525953354062329e-06	True
0	A	0.3849501803360036	21.21061193642803	5.776209549155255	0.8091371763968163	0.43502410117810375	21.95879009748637	1.876636289546354	0.22750158144884539	2.9623227339843665	286.4734814520961	277.3404192086607	9.133062243435404	1.9209296457267655e-05	4.802324114316914e-05	True
2	C	4.294482126826139	9.147809481739491	13.85834503310691	-0.6656255793504017	2.622607890546807	13.020800700134005	13.510698529633203	-1.0027099423038432	1.9992850501782427	279.26767804303483	272.1050117309209	7.162666312113913	0.0001537814563101758	0.0003075629126203516	True
7	H	734.6917790786446	13.564907868821981	10.741294598637142	-1.0653130686129824	20774.77538161429	14.396317910890563	10.938893160220701	-0.8679318116952084	-1.9743490238796815	212.5647589087476	211.02255604738448	1.5422028613631085	0.07904613586104514	0.13174355976840857	False
9	J	24.236185600555853	17.11878436117189	14.832913152635902	-0.9327072415063269	12.52454387194581	17.20210007442697	14.343712433810563	-0.7236200966228606	-1.5251606672499025	243.61430335649462	242.88107051871486	0.7332328377797523	0.22590415941570074	0.2988206337923747	False
5	F	1.2631046258670962	17.86166392236703	9.198872622905137	-0.37001608018363863	0.7971532342426946	19.830183079573615	6.685679438944879	-0.2519563604865687	0.42812010523309857	235.67744991876137	234.98437538235353	0.6930745364078348	0.2390565070338998	0.2988206337923747	False
6	G	13.255756578909557	19.52718594333129	13.00731279738908	-1.1323161835767857	8.405025097139816	19.60336579611657	12.649891908701123	-1.0644936953358257	-1.1587591371132575	211.39830652390813	211.38927052817016	0.009035995737974645	0.8930608940933961	0.8946707794772273	False
8	I	3.853033207773738	15.709686501723079	11.048794344306486	-0.41613876103058306	2.7672279135613804	16.03764879185148	10.32887800986497	-0.3526329207549341	-0.20449856401584415	250.5655958809493	250.55683148050912	0.008764400440185227	0.8946707794772273	0.8946707794772273	False
