gene	log2FC	p_value	q_value	signif
48	1.0628533	0.00044217280069505253	0.0439889352089535	True
49	1.2301551	0.00087977870417907	0.0439889352089535	True
30	1.0665958	0.0018404997573055713	0.06134999191018571	False
85	1.1181364	0.0024703293464955847	0.06175823366238962	False
43	0.956431	0.003731440961965213	0.06995029012743237	False
99	0.9829936	0.004798276359739069	0.06995029012743237	False
86	1.0802585	0.004896520308920267	0.06995029012743237	False
36	0.8660739	0.008500996009627523	0.09955039443002028	False
18	0.8433457	0.008959535498701826	0.09955039443002028	False
78	0.88194543	0.012373686595361689	0.12373686595361688	False
76	0.7609111	0.015874096207328606	0.14131108689871358	False
12	0.71256256	0.018049404524186293	0.14131108689871358	False
83	0.9374279	0.018857849661048868	0.14131108689871358	False
65	0.92117065	0.019783552165819902	0.14131108689871358	False
9	0.8339745	0.023995887868040355	0.1499742991752522	False
21	0.6924368	0.026104931162681297	0.15355841860400762	False
100	0.73371065	0.03170107102471017	0.17611706124838983	False
32	0.6750332	0.038600789749902005	0.2031620513152737	False
98	0.91897756	0.047278928162871714	0.21822549812534614	False
50	0.6768867	0.04800960958757615	0.21822549812534614	False
92	0.6066498	0.05141612710853223	0.22331590999033812	False
23	0.5915831	0.058403247261444496	0.23361298904577799	False
37	0.6469955	0.06449836169728432	0.248070621912632	False
4	0.6678482	0.07187683322755276	0.26621049343538056	False
20	0.41945034	0.09465585428735365	0.31551951429117886	False
64	0.4633348	0.10159744487237829	0.32773369313670414	False
3	0.7583501	0.12053459938171973	0.37667062306787413	False
44	0.6233808	0.12729204791565477	0.3857334785322872	False
58	0.49134555	0.13181922458665687	0.38770360172546137	False
42	0.52629584	0.1416873235125573	0.3974495810945493	False
8	0.48943022	0.14390582336854946	0.3974495810945493	False
6	0.5557971	0.14705634500498324	0.3974495810945493	False
41	0.4380212	0.19518041818488907	0.5004626107304848	False
95	0.45149633	0.2025750868166638	0.5064377170416595	False
75	0.42024365	0.22041420416051904	0.537595619903705	False
69	0.39489812	0.24130809611454784	0.5718925028743904	False
81	0.36190093	0.2864494631906178	0.6365543626458173	False
84	0.40127128	0.3060097652706846	0.6435549818033571	False
70	0.30150813	0.31768825592906746	0.6435549818033571	False
14	0.39283487	0.3200585567551312	0.6435549818033571	False
52	0.32668775	0.3345225380497747	0.6435549818033571	False
66	0.36835968	0.33943606390125813	0.6435549818033571	False
47	0.32362753	0.3410841403557793	0.6435549818033571	False
10	0.39587185	0.35276378459579316	0.6532662677699873	False
87	0.30425212	0.36555497705457984	0.6543176704600252	False
45	0.3037838	0.4093212847651815	0.7057263530434164	False
55	0.34291705	0.42709755860113674	0.7234006725483251	False
82	0.24991335	0.44337740175361073	0.7234006725483251	False
60	0.26117837	0.4443459555636906	0.7234006725483251	False
1	0.20396216	0.44920679852645207	0.7234006725483251	False
35	0.28838632	0.46099504759629895	0.7234006725483251	False
24	0.26138905	0.475970487643937	0.73226228868298	False
68	0.2516331	0.5108806449541744	0.7740615832639006	False
22	0.23351008	0.5277602161080884	0.7823883823408131	False
62	0.1824022	0.6036640966452955	0.8591965580728695	False
5	0.17406745	0.6358054529739234	0.8591965580728695	False
7	0.17087656	0.6451197543247327	0.8601596724329769	False
2	0.2026927	0.6841193157527438	0.8618082634773037	False
26	0.12834102	0.7203233949667753	0.8618082634773037	False
59	0.20046677	0.7300887573009911	0.8618082634773037	False
63	0.18272178	0.7325370239557081	0.8618082634773037	False
17	0.0947718	0.8008509049381167	0.9234109875992501	False
61	0.10752878	0.8337193501889262	0.9447411927848781	False
29	0.071760185	0.845168081570489	0.9447411927848781	False
97	0.02280367	0.8681615471954605	0.9540236782367697	False
13	-0.0153540475	0.9144653200814229	0.9832960430983041	False
51	-0.010825578	0.9922092898984027	1.0	False
19	0.080314234	1.0	1.0	False
91	-0.0009997642	0.9740351381221646	0.9939134062471068	False
94	0.06241833	0.959764426317232	0.9894478621827134	False
93	-0.017763449	0.9558744578985725	0.9894478621827134	False
31	-0.07664052	0.9506894837072749	0.9894478621827134	False
38	-0.05361891	0.9480977654972735	0.9894478621827134	False
74	-0.07905391	0.9054340139408159	0.9832960430983041	False
56	0.011067627	0.8502670735063903	0.9447411927848781	False
79	-0.04588752	0.8033675592113476	0.9234109875992501	False
33	-0.022696279	0.7203233949667753	0.8618082634773037	False
88	-0.09552109	0.7203233949667753	0.8618082634773037	False
53	-0.17013066	0.7118159057225248	0.8618082634773037	False
72	-0.15304433	0.6901058232836829	0.8618082634773037	False
27	-0.18855248	0.672205985635064	0.8618082634773037	False
34	-0.18015628	0.6674633993775451	0.8618082634773037	False
40	-0.09643193	0.6346451656631275	0.8591965580728695	False
11	-0.21648532	0.6277023605224953	0.8591965580728695	False
90	-0.19763187	0.6207923540683249	0.8591965580728695	False
67	-0.18236268	0.5623515763286533	0.8150022845342801	False
28	-0.25163916	0.5320240999917529	0.7823883823408131	False
54	-0.31034264	0.46297643043092807	0.7234006725483251	False
77	-0.38648507	0.40655529729304496	0.7057263530434164	False
25	-0.34017	0.36641789545761416	0.6543176704600252	False
16	-0.38432434	0.32804285921802	0.6435549818033571	False
80	-0.4678166	0.30677936185596844	0.6435549818033571	False
46	-0.5400842	0.2607886518309529	0.5927014814339838	False
57	-0.42659342	0.24591377623598787	0.5718925028743904	False
73	-0.58725685	0.16311344148652074	0.4292458986487388	False
96	-0.7325886	0.08840328098446464	0.3048388999464298	False
71	-0.49538916	0.08134432924043347	0.29051546157297664	False
15	-0.87344515	0.05359581839768115	0.22331590999033812	False
39	-1.1838559	0.04225627767666389	0.21128138838331945	False
89	-0.89391893	0.021476148525708758	0.14317432350472506	False
